Time (hrs),Target Heat (J),Simulated Heat (J)
220903.2,-4.96736e+10,-4.97812e+10
220903.2,-4.98127e+10,-4.99203e+10
220915.2,-4.98127e+10,-4.99203e+10
220915.2,-4.99481e+10,-5.0054e+10
220927.2,-4.99481e+10,-5.0054e+10
220927.2,-5.00798e+10,-5.01862e+10
220939.2,-5.00798e+10,-5.01862e+10
220939.2,-5.02078e+10,-5.03132e+10
220951.2,-5.02078e+10,-5.03132e+10
220951.2,-5.03321e+10,-5.04348e+10
220963.2,-5.03321e+10,-5.04348e+10
220963.2,-5.04527e+10,-5.0555e+10
220975.2,-5.04527e+10,-5.0555e+10
220975.2,-5.05695e+10,-5.06699e+10
220987.3,-5.05695e+10,-5.06699e+10
220987.3,-5.06826e+10,-5.07832e+10
220999.3,-5.06826e+10,-5.07832e+10
220999.3,-5.07919e+10,-5.08914e+10
221011.3,-5.07919e+10,-5.08914e+10
221011.3,-5.08975e+10,-5.09943e+10
221023.3,-5.08975e+10,-5.09943e+10
221023.3,-5.09993e+10,-5.10957e+10
221035.3,-5.09993e+10,-5.10957e+10
221035.3,-5.10973e+10,-5.1192e+10
221047.3,-5.10973e+10,-5.1192e+10
221047.3,-5.11915e+10,-5.12849e+10
221059.3,-5.11915e+10,-5.12849e+10
221059.3,-5.1282e+10,-5.13745e+10
221071.3,-5.1282e+10,-5.13745e+10
221071.3,-5.13686e+10,-5.14589e+10
221083.3,-5.13686e+10,-5.14589e+10
221083.3,-5.14514e+10,-5.15401e+10
221095.3,-5.14514e+10,-5.15401e+10
221095.3,-5.15305e+10,-5.16179e+10
221107.3,-5.15305e+10,-5.16179e+10
221107.3,-5.16057e+10,-5.16906e+10
221119.3,-5.16057e+10,-5.16906e+10
221119.3,-5.1677e+10,-5.17601e+10
221131.4,-5.1677e+10,-5.17601e+10
221131.4,-5.17446e+10,-5.18263e+10
221143.4,-5.17446e+10,-5.18263e+10
221143.4,-5.18083e+10,-5.18893e+10
221155.4,-5.18083e+10,-5.18893e+10
221155.4,-5.18682e+10,-5.19472e+10
221167.4,-5.18682e+10,-5.19472e+10
221167.4,-5.19242e+10,-5.2e+10
221179.4,-5.19242e+10,-5.2e+10
221179.4,-5.19764e+10,-5.20515e+10
221191.4,-5.19764e+10,-5.20515e+10
221191.4,-5.20248e+10,-5.20979e+10
221203.4,-5.20248e+10,-5.20979e+10
221203.4,-5.20692e+10,-5.21393e+10
221215.4,-5.20692e+10,-5.21393e+10
221215.4,-5.21099e+10,-5.21793e+10
221227.4,-5.21099e+10,-5.21793e+10
221227.4,-5.21466e+10,-5.22144e+10
221239.4,-5.21466e+10,-5.22144e+10
221239.4,-5.21796e+10,-5.22444e+10
221251.4,-5.21796e+10,-5.22444e+10
221251.4,-5.22086e+10,-5.22712e+10
221263.4,-5.22086e+10,-5.22712e+10
221263.4,-5.22338e+10,-5.2295e+10
221275.5,-5.22338e+10,-5.2295e+10
221275.5,-5.22551e+10,-5.23137e+10
221287.5,-5.22551e+10,-5.23137e+10
221287.5,-5.22725e+10,-5.23293e+10
221299.5,-5.22725e+10,-5.23293e+10
221299.5,-5.22861e+10,-5.23399e+10
221311.5,-5.22861e+10,-5.23399e+10
221311.5,-5.22957e+10,-5.23474e+10
221323.5,-5.22957e+10,-5.23474e+10
221323.5,-5.23016e+10,-5.23518e+10
221335.5,-5.23016e+10,-5.23518e+10
221335.5,-5.23035e+10,-5.23512e+10
221347.5,-5.23035e+10,-5.23512e+10
221347.5,-5.23016e+10,-5.23456e+10
221359.5,-5.23016e+10,-5.23456e+10
221359.5,-5.22957e+10,-5.23388e+10
221371.5,-5.22957e+10,-5.23388e+10
221371.5,-5.22861e+10,-5.23251e+10
221383.5,-5.22861e+10,-5.23251e+10
221383.5,-5.22725e+10,-5.23102e+10
221395.5,-5.22725e+10,-5.23102e+10
221395.5,-5.22551e+10,-5.22903e+10
221407.5,-5.22551e+10,-5.22903e+10
221407.5,-5.22338e+10,-5.22654e+10
221419.6,-5.22338e+10,-5.22654e+10
221419.6,-5.22086e+10,-5.22393e+10
221431.6,-5.22086e+10,-5.22393e+10
221431.6,-5.21796e+10,-5.22063e+10
221443.6,-5.21796e+10,-5.22063e+10
221443.6,-5.21466e+10,-5.21721e+10
221455.6,-5.21466e+10,-5.21721e+10
221455.6,-5.21099e+10,-5.21328e+10
221467.6,-5.21099e+10,-5.21328e+10
221467.6,-5.20692e+10,-5.20885e+10
221479.6,-5.20692e+10,-5.20885e+10
221479.6,-5.20248e+10,-5.20411e+10
221491.6,-5.20248e+10,-5.20411e+10
221491.6,-5.19764e+10,-5.19905e+10
221503.6,-5.19764e+10,-5.19905e+10
221503.6,-5.19242e+10,-5.19368e+10
221515.6,-5.19242e+10,-5.19368e+10
221515.6,-5.18682e+10,-5.18779e+10
221527.6,-5.18682e+10,-5.18779e+10
221527.6,-5.18083e+10,-5.18139e+10
221539.6,-5.18083e+10,-5.18139e+10
221539.6,-5.17446e+10,-5.17487e+10
221551.6,-5.17446e+10,-5.17487e+10
221551.6,-5.1677e+10,-5.16783e+10
221563.7,-5.1677e+10,-5.16783e+10
221563.7,-5.16057e+10,-5.16046e+10
221575.7,-5.16057e+10,-5.16046e+10
221575.7,-5.15305e+10,-5.15258e+10
221587.7,-5.15305e+10,-5.15258e+10
221587.7,-5.14514e+10,-5.14437e+10
221599.7,-5.14514e+10,-5.14437e+10
221599.7,-5.13686e+10,-5.13582e+10
221611.7,-5.13686e+10,-5.13582e+10
221611.7,-5.1282e+10,-5.12695e+10
221623.7,-5.1282e+10,-5.12695e+10
221623.7,-5.11915e+10,-5.11754e+10
221635.7,-5.11915e+10,-5.11754e+10
221635.7,-5.10973e+10,-5.108e+10
221647.7,-5.10973e+10,-5.108e+10
221647.7,-5.09993e+10,-5.09791e+10
221659.7,-5.09993e+10,-5.09791e+10
221659.7,-5.08975e+10,-5.08749e+10
221671.7,-5.08975e+10,-5.08749e+10
221671.7,-5.07919e+10,-5.07652e+10
221683.7,-5.07919e+10,-5.07652e+10
221683.7,-5.06826e+10,-5.0654e+10
221695.7,-5.06826e+10,-5.0654e+10
221695.7,-5.05695e+10,-5.05374e+10
221707.8,-5.05695e+10,-5.05374e+10
221707.8,-5.04527e+10,-5.04191e+10
221719.8,-5.04527e+10,-5.04191e+10
221719.8,-5.03321e+10,-5.02953e+10
221731.8,-5.03321e+10,-5.02953e+10
221731.8,-5.02078e+10,-5.01679e+10
221743.8,-5.02078e+10,-5.01679e+10
221743.8,-5.00798e+10,-5.00369e+10
221755.8,-5.00798e+10,-5.00369e+10
221755.8,-4.99481e+10,-4.99021e+10
221767.8,-4.99481e+10,-4.99021e+10
221767.8,-4.98127e+10,-4.97657e+10
221779.8,-4.98127e+10,-4.97657e+10
221779.8,-4.96736e+10,-4.96235e+10
221791.8,-4.96736e+10,-4.96235e+10
221791.8,-4.95308e+10,-4.94776e+10
221803.8,-4.95308e+10,-4.94776e+10
221803.8,-4.93843e+10,-4.93298e+10
221815.8,-4.93843e+10,-4.93298e+10
221815.8,-4.92342e+10,-4.91762e+10
221827.8,-4.92342e+10,-4.91762e+10
221827.8,-4.90804e+10,-4.90206e+10
221839.8,-4.90804e+10,-4.90206e+10
221839.8,-4.8923e+10,-4.88592e+10
221851.8,-4.8923e+10,-4.88592e+10
221851.8,-4.8762e+10,-4.86958e+10
221863.9,-4.8762e+10,-4.86958e+10
221863.9,-4.85973e+10,-4.85284e+10
221875.9,-4.85973e+10,-4.85284e+10
221875.9,-4.84291e+10,-4.8359e+10
221887.9,-4.84291e+10,-4.8359e+10
221887.9,-4.82573e+10,-4.81854e+10
221899.9,-4.82573e+10,-4.81854e+10
221899.9,-4.80819e+10,-4.80058e+10
221911.9,-4.80819e+10,-4.80058e+10
221911.9,-4.79029e+10,-4.78261e+10
221923.9,-4.79029e+10,-4.78261e+10
221923.9,-4.77204e+10,-4.76401e+10
221935.9,-4.77204e+10,-4.76401e+10
221935.9,-4.75343e+10,-4.7452e+10
221947.9,-4.75343e+10,-4.7452e+10
221947.9,-4.73448e+10,-4.72596e+10
221959.9,-4.73448e+10,-4.72596e+10
221959.9,-4.71517e+10,-4.70649e+10
221971.9,-4.71517e+10,-4.70649e+10
221971.9,-4.69551e+10,-4.68658e+10
221983.9,-4.69551e+10,-4.68658e+10
221983.9,-4.67551e+10,-4.66644e+10
221995.9,-4.67551e+10,-4.66644e+10
221995.9,-4.65516e+10,-4.64587e+10
222008.0,-4.65516e+10,-4.64587e+10
222008.0,-4.63446e+10,-4.62504e+10
222020.0,-4.63446e+10,-4.62504e+10
222020.0,-4.61342e+10,-4.60378e+10
222032.0,-4.61342e+10,-4.60378e+10
222032.0,-4.59204e+10,-4.58206e+10
222044.0,-4.59204e+10,-4.58206e+10
222044.0,-4.57032e+10,-4.56029e+10
222056.0,-4.57032e+10,-4.56029e+10
222056.0,-4.54826e+10,-4.53806e+10
222068.0,-4.54826e+10,-4.53806e+10
222068.0,-4.52586e+10,-4.51538e+10
222080.0,-4.52586e+10,-4.51538e+10
222080.0,-4.50313e+10,-4.49243e+10
222092.0,-4.50313e+10,-4.49243e+10
222092.0,-4.48006e+10,-4.46922e+10
222104.0,-4.48006e+10,-4.46922e+10
222104.0,-4.45666e+10,-4.44574e+10
222116.0,-4.45666e+10,-4.44574e+10
222116.0,-4.43294e+10,-4.42178e+10
222128.0,-4.43294e+10,-4.42178e+10
222128.0,-4.40888e+10,-4.39756e+10
222140.0,-4.40888e+10,-4.39756e+10
222140.0,-4.3845e+10,-4.37305e+10
222152.1,-4.3845e+10,-4.37305e+10
222152.1,-4.35979e+10,-4.34827e+10
222164.1,-4.35979e+10,-4.34827e+10
222164.1,-4.33476e+10,-4.32301e+10
222176.1,-4.33476e+10,-4.32301e+10
222176.1,-4.30941e+10,-4.29745e+10
222188.1,-4.30941e+10,-4.29745e+10
222188.1,-4.28373e+10,-4.27162e+10
222200.1,-4.28373e+10,-4.27162e+10
222200.1,-4.25775e+10,-4.2457e+10
222212.1,-4.25775e+10,-4.2457e+10
222212.1,-4.23144e+10,-4.21907e+10
222224.1,-4.23144e+10,-4.21907e+10
222224.1,-4.20482e+10,-4.19236e+10
222236.1,-4.20482e+10,-4.19236e+10
222236.1,-4.1779e+10,-4.16535e+10
222248.1,-4.1779e+10,-4.16535e+10
222248.1,-4.15066e+10,-4.13805e+10
222260.1,-4.15066e+10,-4.13805e+10
222260.1,-4.12311e+10,-4.11044e+10
222272.1,-4.12311e+10,-4.11044e+10
222272.1,-4.09526e+10,-4.08254e+10
222284.1,-4.09526e+10,-4.08254e+10
222284.1,-4.0671e+10,-4.05412e+10
222296.2,-4.0671e+10,-4.05412e+10
222296.2,-4.03865e+10,-4.0256e+10
222308.2,-4.03865e+10,-4.0256e+10
222308.2,-4.00989e+10,-3.99678e+10
222320.2,-4.00989e+10,-3.99678e+10
222320.2,-3.98084e+10,-3.96764e+10
222332.2,-3.98084e+10,-3.96764e+10
222332.2,-3.95149e+10,-3.9382e+10
222344.2,-3.95149e+10,-3.9382e+10
222344.2,-3.92185e+10,-3.90865e+10
222356.2,-3.92185e+10,-3.90865e+10
222356.2,-3.89192e+10,-3.87858e+10
222368.2,-3.89192e+10,-3.87858e+10
222368.2,-3.8617e+10,-3.8484e+10
222380.2,-3.8617e+10,-3.8484e+10
222380.2,-3.8312e+10,-3.81769e+10
222392.2,-3.8312e+10,-3.81769e+10
222392.2,-3.80041e+10,-3.78688e+10
222404.2,-3.80041e+10,-3.78688e+10
222404.2,-3.76934e+10,-3.75574e+10
222416.2,-3.76934e+10,-3.75574e+10
222416.2,-3.73799e+10,-3.7245e+10
222428.2,-3.73799e+10,-3.7245e+10
222428.2,-3.70637e+10,-3.69272e+10
222440.3,-3.70637e+10,-3.69272e+10
222440.3,-3.67446e+10,-3.66083e+10
222452.3,-3.67446e+10,-3.66083e+10
222452.3,-3.64229e+10,-3.62862e+10
222464.3,-3.64229e+10,-3.62862e+10
222464.3,-3.60985e+10,-3.5963e+10
222476.3,-3.60985e+10,-3.5963e+10
222476.3,-3.57714e+10,-3.56365e+10
222488.3,-3.57714e+10,-3.56365e+10
222488.3,-3.54416e+10,-3.53067e+10
222500.3,-3.54416e+10,-3.53067e+10
222500.3,-3.51092e+10,-3.49737e+10
222512.3,-3.51092e+10,-3.49737e+10
222512.3,-3.47743e+10,-3.46395e+10
222524.3,-3.47743e+10,-3.46395e+10
222524.3,-3.44367e+10,-3.4302e+10
222536.3,-3.44367e+10,-3.4302e+10
222536.3,-3.40966e+10,-3.39613e+10
222548.3,-3.40966e+10,-3.39613e+10
222548.3,-3.3754e+10,-3.36194e+10
222560.3,-3.3754e+10,-3.36194e+10
222560.3,-3.34088e+10,-3.32742e+10
222572.3,-3.34088e+10,-3.32742e+10
222572.3,-3.30612e+10,-3.29278e+10
222584.4,-3.30612e+10,-3.29278e+10
222584.4,-3.27112e+10,-3.25782e+10
222596.4,-3.27112e+10,-3.25782e+10
222596.4,-3.23587e+10,-3.22253e+10
222608.4,-3.23587e+10,-3.22253e+10
222608.4,-3.20038e+10,-3.18712e+10
222620.4,-3.20038e+10,-3.18712e+10
222620.4,-3.16465e+10,-3.15159e+10
222632.4,-3.16465e+10,-3.15159e+10
222632.4,-3.1287e+10,-3.11552e+10
222644.4,-3.1287e+10,-3.11552e+10
222644.4,-3.0925e+10,-3.07955e+10
222656.4,-3.0925e+10,-3.07955e+10
222656.4,-3.05608e+10,-3.04325e+10
222668.4,-3.05608e+10,-3.04325e+10
222668.4,-3.01944e+10,-3.00663e+10
222680.4,-3.01944e+10,-3.00663e+10
222680.4,-2.98257e+10,-2.96989e+10
222692.4,-2.98257e+10,-2.96989e+10
222692.4,-2.94548e+10,-2.93282e+10
222704.4,-2.94548e+10,-2.93282e+10
222704.4,-2.90817e+10,-2.89564e+10
222716.4,-2.90817e+10,-2.89564e+10
222716.4,-2.87064e+10,-2.85813e+10
222728.4,-2.87064e+10,-2.85813e+10
222728.4,-2.8329e+10,-2.82051e+10
222740.5,-2.8329e+10,-2.82051e+10
222740.5,-2.79496e+10,-2.78278e+10
222752.5,-2.79496e+10,-2.78278e+10
222752.5,-2.7568e+10,-2.74472e+10
222764.5,-2.7568e+10,-2.74472e+10
222764.5,-2.71844e+10,-2.70655e+10
222776.5,-2.71844e+10,-2.70655e+10
222776.5,-2.67988e+10,-2.66806e+10
222788.5,-2.67988e+10,-2.66806e+10
222788.5,-2.64112e+10,-2.62947e+10
222800.5,-2.64112e+10,-2.62947e+10
222800.5,-2.60217e+10,-2.59076e+10
222812.5,-2.60217e+10,-2.59076e+10
222812.5,-2.56302e+10,-2.55174e+10
222824.5,-2.56302e+10,-2.55174e+10
222824.5,-2.52368e+10,-2.51261e+10
222836.5,-2.52368e+10,-2.51261e+10
222836.5,-2.48416e+10,-2.47316e+10
222848.5,-2.48416e+10,-2.47316e+10
222848.5,-2.44445e+10,-2.43361e+10
222860.5,-2.44445e+10,-2.43361e+10
222860.5,-2.40456e+10,-2.39396e+10
222872.5,-2.40456e+10,-2.39396e+10
222872.5,-2.3645e+10,-2.35399e+10
222884.6,-2.3645e+10,-2.35399e+10
222884.6,-2.32425e+10,-2.31392e+10
222896.6,-2.32425e+10,-2.31392e+10
222896.6,-2.28384e+10,-2.27375e+10
222908.6,-2.28384e+10,-2.27375e+10
222908.6,-2.24325e+10,-2.23327e+10
222920.6,-2.24325e+10,-2.23327e+10
222920.6,-2.2025e+10,-2.19276e+10
222932.6,-2.2025e+10,-2.19276e+10
222932.6,-2.16159e+10,-2.15205e+10
222944.6,-2.16159e+10,-2.15205e+10
222944.6,-2.12052e+10,-2.11118e+10
222956.6,-2.12052e+10,-2.11118e+10
222956.6,-2.07929e+10,-2.07016e+10
222968.6,-2.07929e+10,-2.07016e+10
222968.6,-2.0379e+10,-2.02898e+10
222980.6,-2.0379e+10,-2.02898e+10
222980.6,-1.99637e+10,-1.98767e+10
222992.6,-1.99637e+10,-1.98767e+10
222992.6,-1.95468e+10,-1.94621e+10
223004.6,-1.95468e+10,-1.94621e+10
223004.6,-1.91286e+10,-1.90459e+10
223016.6,-1.91286e+10,-1.90459e+10
223016.6,-1.87089e+10,-1.86286e+10
223028.7,-1.87089e+10,-1.86286e+10
223028.7,-1.82878e+10,-1.82099e+10
223040.7,-1.82878e+10,-1.82099e+10
223040.7,-1.78653e+10,-1.77898e+10
223052.7,-1.78653e+10,-1.77898e+10
223052.7,-1.74416e+10,-1.73685e+10
223064.7,-1.74416e+10,-1.73685e+10
223064.7,-1.70165e+10,-1.69457e+10
223076.7,-1.70165e+10,-1.69457e+10
223076.7,-1.65902e+10,-1.6522e+10
223088.7,-1.65902e+10,-1.6522e+10
223088.7,-1.61627e+10,-1.60969e+10
223100.7,-1.61627e+10,-1.60969e+10
223100.7,-1.57339e+10,-1.56706e+10
223112.7,-1.57339e+10,-1.56706e+10
223112.7,-1.5304e+10,-1.52435e+10
223124.7,-1.5304e+10,-1.52435e+10
223124.7,-1.4873e+10,-1.48149e+10
223136.7,-1.4873e+10,-1.48149e+10
223136.7,-1.44408e+10,-1.43855e+10
223148.7,-1.44408e+10,-1.43855e+10
223148.7,-1.40076e+10,-1.39551e+10
223160.7,-1.40076e+10,-1.39551e+10
223160.7,-1.35734e+10,-1.35235e+10
223172.8,-1.35734e+10,-1.35235e+10
223172.8,-1.31381e+10,-1.30909e+10
223184.8,-1.31381e+10,-1.30909e+10
223184.8,-1.27019e+10,-1.26575e+10
223196.8,-1.27019e+10,-1.26575e+10
223196.8,-1.22647e+10,-1.2223e+10
223208.8,-1.22647e+10,-1.2223e+10
223208.8,-1.18266e+10,-1.17878e+10
223220.8,-1.18266e+10,-1.17878e+10
223220.8,-1.13877e+10,-1.13519e+10
223232.8,-1.13877e+10,-1.13519e+10
223232.8,-1.09479e+10,-1.09149e+10
223244.8,-1.09479e+10,-1.09149e+10
223244.8,-1.05073e+10,-1.04773e+10
223256.8,-1.05073e+10,-1.04773e+10
223256.8,-1.00659e+10,-1.00388e+10
223268.8,-1.00659e+10,-1.00388e+10
223268.8,-9.62376e+09,-9.59951e+09
223280.8,-9.62376e+09,-9.59951e+09
223280.8,-9.18091e+09,-9.15983e+09
223292.8,-9.18091e+09,-9.15983e+09
223292.8,-8.73738e+09,-8.71929e+09
223304.8,-8.73738e+09,-8.71929e+09
223304.8,-8.29321e+09,-8.27812e+09
223316.9,-8.29321e+09,-8.27812e+09
223316.9,-7.84842e+09,-7.83635e+09
223328.9,-7.84842e+09,-7.83635e+09
223328.9,-7.40305e+09,-7.39422e+09
223340.9,-7.40305e+09,-7.39422e+09
223340.9,-6.95713e+09,-6.9513e+09
223352.9,-6.95713e+09,-6.9513e+09
223352.9,-6.5107e+09,-6.50806e+09
223364.9,-6.5107e+09,-6.50806e+09
223364.9,-6.06378e+09,-6.06428e+09
223376.9,-6.06378e+09,-6.06428e+09
223376.9,-5.61642e+09,-5.62e+09
223388.9,-5.61642e+09,-5.62e+09
223388.9,-5.16864e+09,-5.17545e+09
223400.9,-5.16864e+09,-5.17545e+09
223400.9,-4.72047e+09,-4.73042e+09
223412.9,-4.72047e+09,-4.73042e+09
223412.9,-4.27196e+09,-4.28516e+09
223424.9,-4.27196e+09,-4.28516e+09
223424.9,-3.82313e+09,-3.83968e+09
223436.9,-3.82313e+09,-3.83968e+09
223436.9,-3.37402e+09,-3.39377e+09
223448.9,-3.37402e+09,-3.39377e+09
223448.9,-2.92465e+09,-2.94744e+09
223461.0,-2.92465e+09,-2.94744e+09
223461.0,-2.47507e+09,-2.50114e+09
223473.0,-2.47507e+09,-2.50114e+09
223473.0,-2.02531e+09,-2.0544e+09
223485.0,-2.02531e+09,-2.0544e+09
223485.0,-1.5754e+09,-1.60732e+09
223497.0,-1.5754e+09,-1.60732e+09
223497.0,-1.12537e+09,-1.15944e+09
223509.0,-1.12537e+09,-1.15944e+09
223509.0,-6.75254e+08,-7.09245e+08
223521.0,-6.75254e+08,-7.09245e+08
223521.0,-2.2509e+08,-2.47415e+08
223533.0,-2.2509e+08,-2.47415e+08
223533.0,2.2509e+08,1.79837e+08
223545.0,2.2509e+08,1.79837e+08
223545.0,6.75254e+08,5.0641e+08
223557.0,6.75254e+08,5.0641e+08
223557.0,1.12537e+09,9.90417e+08
223569.0,1.12537e+09,9.90417e+08
223569.0,1.5754e+09,1.45501e+09
223581.0,1.5754e+09,1.45501e+09
223581.0,2.02531e+09,1.90996e+09
223593.0,2.02531e+09,1.90996e+09
223593.0,2.47507e+09,2.36213e+09
223605.0,2.47507e+09,2.36213e+09
223605.0,2.92465e+09,2.81313e+09
223617.1,2.92465e+09,2.81313e+09
223617.1,3.37402e+09,3.26344e+09
223629.1,3.37402e+09,3.26344e+09
223629.1,3.82313e+09,3.71319e+09
223641.1,3.82313e+09,3.71319e+09
223641.1,4.27196e+09,4.16248e+09
223653.1,4.27196e+09,4.16248e+09
223653.1,4.72047e+09,4.61123e+09
223665.1,4.72047e+09,4.61123e+09
223665.1,5.16864e+09,5.05953e+09
223677.1,5.16864e+09,5.05953e+09
223677.1,5.61642e+09,5.50734e+09
223689.1,5.61642e+09,5.50734e+09
223689.1,6.06378e+09,5.95461e+09
223701.1,6.06378e+09,5.95461e+09
223701.1,6.5107e+09,6.40146e+09
223713.1,6.5107e+09,6.40146e+09
223713.1,6.95713e+09,6.84769e+09
223725.1,6.95713e+09,6.84769e+09
223725.1,7.40305e+09,7.29327e+09
223737.1,7.40305e+09,7.29327e+09
223737.1,7.84842e+09,7.73836e+09
223749.1,7.84842e+09,7.73836e+09
223749.1,8.29321e+09,8.18275e+09
223761.2,8.29321e+09,8.18275e+09
223761.2,8.73738e+09,8.62643e+09
223773.2,8.73738e+09,8.62643e+09
223773.2,9.18091e+09,9.06938e+09
223785.2,9.18091e+09,9.06938e+09
223785.2,9.62376e+09,9.51178e+09
223797.2,9.62376e+09,9.51178e+09
223797.2,1.00659e+10,9.95325e+09
223809.2,1.00659e+10,9.95325e+09
223809.2,1.05073e+10,1.0394e+10
223821.2,1.05073e+10,1.0394e+10
223821.2,1.09479e+10,1.08339e+10
223833.2,1.09479e+10,1.08339e+10
223833.2,1.13877e+10,1.12731e+10
223845.2,1.13877e+10,1.12731e+10
223845.2,1.18266e+10,1.17111e+10
223857.2,1.18266e+10,1.17111e+10
223857.2,1.22647e+10,1.21486e+10
223869.2,1.22647e+10,1.21486e+10
223869.2,1.27019e+10,1.25849e+10
223881.2,1.27019e+10,1.25849e+10
223881.2,1.31381e+10,1.30202e+10
223893.2,1.31381e+10,1.30202e+10
223893.2,1.35734e+10,1.34545e+10
223905.3,1.35734e+10,1.34545e+10
223905.3,1.40076e+10,1.38878e+10
223917.3,1.40076e+10,1.38878e+10
223917.3,1.44408e+10,1.43202e+10
223929.3,1.44408e+10,1.43202e+10
223929.3,1.4873e+10,1.47512e+10
223941.3,1.4873e+10,1.47512e+10
223941.3,1.5304e+10,1.51812e+10
223953.3,1.5304e+10,1.51812e+10
223953.3,1.57339e+10,1.56101e+10
223965.3,1.57339e+10,1.56101e+10
223965.3,1.61627e+10,1.60377e+10
223977.3,1.61627e+10,1.60377e+10
223977.3,1.65902e+10,1.64642e+10
223989.3,1.65902e+10,1.64642e+10
223989.3,1.70165e+10,1.68894e+10
224001.3,1.70165e+10,1.68894e+10
224001.3,1.74416e+10,1.73133e+10
224013.3,1.74416e+10,1.73133e+10
224013.3,1.78653e+10,1.77366e+10
224025.3,1.78653e+10,1.77366e+10
224025.3,1.82878e+10,1.81566e+10
224037.3,1.82878e+10,1.81566e+10
224037.3,1.87089e+10,1.85764e+10
224049.4,1.87089e+10,1.85764e+10
224049.4,1.91286e+10,1.89958e+10
224061.4,1.91286e+10,1.89958e+10
224061.4,1.95468e+10,1.94131e+10
224073.4,1.95468e+10,1.94131e+10
224073.4,1.99637e+10,1.98284e+10
224085.4,1.99637e+10,1.98284e+10
224085.4,2.0379e+10,2.02415e+10
224097.4,2.0379e+10,2.02415e+10
224097.4,2.07929e+10,2.06542e+10
224109.4,2.07929e+10,2.06542e+10
224109.4,2.12052e+10,2.10648e+10
224121.4,2.12052e+10,2.10648e+10
224121.4,2.16159e+10,2.14751e+10
224133.4,2.16159e+10,2.14751e+10
224133.4,2.2025e+10,2.18815e+10
224145.4,2.2025e+10,2.18815e+10
224145.4,2.24325e+10,2.22875e+10
224157.4,2.24325e+10,2.22875e+10
224157.4,2.28384e+10,2.26932e+10
224169.4,2.28384e+10,2.26932e+10
224169.4,2.32425e+10,2.3095e+10
224181.4,2.32425e+10,2.3095e+10
224181.4,2.3645e+10,2.34963e+10
224193.5,2.3645e+10,2.34963e+10
224193.5,2.40456e+10,2.38956e+10
224205.5,2.40456e+10,2.38956e+10
224205.5,2.44445e+10,2.42926e+10
224217.5,2.44445e+10,2.42926e+10
224217.5,2.48416e+10,2.46876e+10
224229.5,2.48416e+10,2.46876e+10
224229.5,2.52368e+10,2.50821e+10
224241.5,2.52368e+10,2.50821e+10
224241.5,2.56302e+10,2.54727e+10
224253.5,2.56302e+10,2.54727e+10
224253.5,2.60217e+10,2.58629e+10
224265.5,2.60217e+10,2.58629e+10
224265.5,2.64112e+10,2.62509e+10
224277.5,2.64112e+10,2.62509e+10
224277.5,2.67988e+10,2.66367e+10
224289.5,2.67988e+10,2.66367e+10
224289.5,2.71844e+10,2.70204e+10
224301.5,2.71844e+10,2.70204e+10
224301.5,2.7568e+10,2.74019e+10
224313.5,2.7568e+10,2.74019e+10
224313.5,2.79496e+10,2.77829e+10
224325.5,2.79496e+10,2.77829e+10
224325.5,2.8329e+10,2.816e+10
224337.6,2.8329e+10,2.816e+10
224337.6,2.87064e+10,2.85349e+10
224349.6,2.87064e+10,2.85349e+10
224349.6,2.90817e+10,2.89094e+10
224361.6,2.90817e+10,2.89094e+10
224361.6,2.94548e+10,2.92798e+10
224373.6,2.94548e+10,2.92798e+10
224373.6,2.98257e+10,2.96499e+10
224385.6,2.98257e+10,2.96499e+10
224385.6,3.01944e+10,3.00159e+10
224397.6,3.01944e+10,3.00159e+10
224397.6,3.05608e+10,3.03815e+10
224409.6,3.05608e+10,3.03815e+10
224409.6,3.0925e+10,3.07431e+10
224421.6,3.0925e+10,3.07431e+10
224421.6,3.1287e+10,3.11025e+10
224433.6,3.1287e+10,3.11025e+10
224433.6,3.16465e+10,3.14614e+10
224445.6,3.16465e+10,3.14614e+10
224445.6,3.20038e+10,3.18163e+10
224457.6,3.20038e+10,3.18163e+10
224457.6,3.23587e+10,3.2169e+10
224469.6,3.23587e+10,3.2169e+10
224469.6,3.27112e+10,3.25194e+10
224481.6,3.27112e+10,3.25194e+10
224481.6,3.30612e+10,3.28675e+10
224493.7,3.30612e+10,3.28675e+10
224493.7,3.34088e+10,3.32134e+10
224505.7,3.34088e+10,3.32134e+10
224505.7,3.3754e+10,3.35571e+10
224517.7,3.3754e+10,3.35571e+10
224517.7,3.40966e+10,3.38985e+10
224529.7,3.40966e+10,3.38985e+10
224529.7,3.44367e+10,3.42358e+10
224541.7,3.44367e+10,3.42358e+10
224541.7,3.47743e+10,3.45709e+10
224553.7,3.47743e+10,3.45709e+10
224553.7,3.51092e+10,3.49054e+10
224565.7,3.51092e+10,3.49054e+10
224565.7,3.54416e+10,3.52359e+10
224577.7,3.54416e+10,3.52359e+10
224577.7,3.57714e+10,3.55624e+10
224589.7,3.57714e+10,3.55624e+10
224589.7,3.60985e+10,3.58883e+10
224601.7,3.60985e+10,3.58883e+10
224601.7,3.64229e+10,3.62102e+10
224613.7,3.64229e+10,3.62102e+10
224613.7,3.67446e+10,3.65315e+10
224625.7,3.67446e+10,3.65315e+10
224625.7,3.70637e+10,3.68488e+10
224637.8,3.70637e+10,3.68488e+10
224637.8,3.73799e+10,3.7162e+10
